stock price index 1,stock price index 2,silver price,oil price,platinum price,palladium price,gold price
185.6,86.67,19.51,36.98,140.22,75.67,126.32
406.77,314.24,23.8,70.35,93.09,133.0,186.49
214.68,119.62,17.32,11.34,92.25,61.57,121.47
116.76,47.6,17.37,40.18,163.64,47.52,109.59
289.58,181.49,13.82,14.69,77.33,94.71,113.44
269.29,169.52,15.62,14.73,81.05,89.8,118.22
118.07,54.11,31.48,37.12,153.6,58.03,164.83
285.93,178.56,14.59,10.97,76.14,128.0,126.59
472.57,398.04,21.46,51.57,86.7,155.48,168.16
219.17,117.6,16.26,10.6,89.03,70.1,115.58
454.08,388.41,23.71,70.64,85.29,97.07,189.26
210.62,108.73,16.0,18.84,115.25,80.26,115.0
288.64,182.9,14.33,10.88,76.78,132.6,125.83
112.03,46.63,18.0,35.74,153.28,47.4,117.73
212.96,115.89,18.58,10.14,99.0,63.14,125.37
118.5,52.7,26.79,36.23,163.11,68.07,133.508
188.09,88.16,19.1,37.77,143.77,80.7,124.39
309.5,217.11,16.34,10.0,81.23,235.0,153.89
254.51,147.53,16.72,10.31,88.91,90.4,122.79
132.21,57.94,30.28,36.65,185.0,83.26,133.07
117.17,54.41,32.11,32.22,151.42,60.2,159.18
249.63,146.25,17.38,9.83,94.0,90.03,126.56
226.25,120.57,15.74,11.645,87.84,63.25,107.85
145.82,67.87,32.53,33.75,162.2,63.7,168.7891
339.05,277.93,26.94,30.59,89.48,204.37,182.24
267.09,156.26,15.47,11.23,83.98,98.05,118.93
179.7,87.23,19.89,35.69,135.67,70.12,122.92
119.68,52.84,24.72,36.46,170.14,63.76,131.57
206.2,112.55,15.56,13.71,95.12,65.57,111.68
435.32,363.29,23.11,62.09,91.5,127.57,180.54
137.54,62.92,31.92,31.31,155.21,61.04,167.1
370.97,311.66,24.96,33.33,97.5,218.5,176.44
214.15,117.58,17.07,11.5,89.65,61.61,119.36
183.95,87.24,19.87,33.13,139.23,72.0,120.26
424.89,349.73,25.18,49.41,102.3,246.99,166.04
336.41,273.01,26.08,30.23,90.7,204.09,182.54
363.13,295.44,22.6,31.3,89.7,219.74,169.51
169.32,78.87,21.58,37.04,139.2,70.86,127.79
254.83,148.02,16.59,10.34,88.25,91.15,122.39
164.51,76.04,23.23,38.54,148.36,70.8,134.62
216.46,115.24,19.85,9.63,109.94,67.85,128.98
468.64,395.91,24.16,55.39,101.15,198.35,174.18
206.51,109.11,15.28,13.55,99.3,59.61,110.44
127.33,55.53,30.19,39.0,174.98,78.54,134.75
561.44,503.07,30.08,79.93,91.96,91.05,223.25
495.42,424.55,22.08,72.17,82.31,89.55,187.48
427.73,332.055,19.3,72.67,86.43,196.44,165.42
164.98,72.98,19.0,36.37,133.74,68.42,120.62
108.86,44.08,15.87,37.2,153.51,43.24,109.62
200.43,99.53,19.13,35.03,138.08,86.47,123.3199
174.81,82.0,22.29,34.78,140.33,73.14,128.69
207.0,110.32,15.98,10.59,96.0,52.17,118.77
517.72,438.96,25.39,81.31,85.27,92.75,212.74
302.46,230.38,17.17,24.64,78.66,178.62,162.91
418.78,324.59,19.83,73.25,86.94,206.9,166.78
283.22,181.78,14.96,12.3,80.65,149.67,123.97
151.9,67.24,28.61,33.39,156.82,72.84,153.0
132.08,56.77,40.28,42.68,177.36,76.59,141.9
378.89,314.46,24.48,35.65,99.34,224.28,174.12
189.17,89.55,19.49,35.84,140.1,76.96,123.92
226.48,122.37,16.32,11.37,93.5,72.97,113.15
234.74,131.45,17.91,11.24,92.37,75.9,122.02
408.1,303.81,21.15,88.68,93.48,181.66,172.94
425.91,329.07,19.14,71.65,86.2,199.15,164.35
206.43,103.97,15.65,21.23,116.49,77.2,114.77
197.15,95.24,20.77,38.26,146.0,85.0,127.07
332.27,230.21,17.08,10.75,91.86,231.13,146.61
207.64,104.59,16.26,29.06,119.55,76.91,115.39
254.15,146.97,16.18,10.01,87.14,90.1,121.09
131.26,60.28,31.6,37.82,153.38,67.28,166.42
424.2,340.36,27.2,47.93,108.12,260.65,175.74
208.83,114.76,13.84,12.59,81.51,51.38,101.76
124.63,55.22,29.03,38.27,140.03,62.48,156.04
299.85,192.63,14.7,12.51,77.43,146.76,133.53
163.3,72.67,21.3,33.54,144.59,73.74,133.25
115.81,47.39,17.39,39.34,162.42,46.8,110.4
233.45,128.44,17.43,11.33,95.1,74.85,117.45
212.33,110.95,15.71,19.78,109.56,75.356,115.33
108.34,45.26,17.76,34.9,151.72,45.26,116.863
279.64,179.65,15.36,14.2,78.39,88.1,117.55
204.06,105.45,16.06,11.58,97.24,54.45,119.87
469.7,398.57,23.4801,56.58,98.8,191.0,170.45
180.87,84.8,19.69,33.18,134.41,70.67,119.46
139.92,66.5,30.33,40.01,154.02,66.07,160.59
424.63,342.74,26.79,48.86,107.11,260.9,171.11
210.43,115.12,14.72,14.67,92.05,58.7,105.64
438.43,373.64,21.7,70.75,80.08,94.2,181.49
461.3,389.55,22.3,56.16,96.24,185.2,165.77
133.98,61.82,33.11,37.33,159.18,68.91,167.18
151.74,68.02,30.71,34.55,167.75,73.74,159.7
137.95,67.19,31.36,38.88,157.98,62.85,161.1
218.0,117.08,19.29,10.88,106.65,67.25,128.5
114.73,46.46,18.54,38.97,160.68,45.18,110.86
411.24,302.89,20.825,68.22,87.04,143.82,172.61
188.96,91.27,20.5,36.66,143.59,75.66,129.09
293.79,227.49,15.06,21.4,71.92,175.25,160.04
120.14,57.19,30.87,33.63,151.51,60.16,161.84
328.38,222.68,16.91,11.28,92.83,214.05,148.46
146.88,69.84,34.3,36.96,167.45,68.68,171.8
226.4,118.95,16.75,11.9,89.21,70.43,110.82
190.04,88.32,19.28,36.83,141.6,79.3,124.6
451.13,375.94,23.11,57.0,97.17,192.13,166.9
157.83,69.26,22.89,32.02,139.98,66.02,138.3699
331.23,228.44,17.23,10.48,90.56,220.85,148.17
317.23,236.22,16.77,28.59,77.17,183.77,158.01
187.48,86.75,19.15,37.07,139.0,78.08,124.86
136.55,64.1,27.0,32.6,136.92,56.46,154.13
484.01,422.43,21.38,69.34,82.95,86.68,187.95
476.88,412.67,23.19,68.35,92.05,104.87,191.47
287.53,185.63,14.48,12.78,81.83,124.52,120.91
211.84,110.37,16.67,12.34,97.85,54.35,120.58
143.06,65.58,32.59,31.42,160.22,68.24,165.65
221.63,119.06,16.27,10.67,87.99,74.02,111.75
489.65,423.8,21.55,68.03,83.03,87.19,188.61
263.21,162.68,14.92,11.06,75.68,125.26,121.09
124.86,56.76,31.08,38.07,147.35,65.4,158.45
126.71,54.959,30.86,39.34,177.45,79.94,138.0
342.12,285.06,26.07,30.33,88.0,204.01,181.0
341.51,279.77,26.46,28.2,91.62,224.53,183.97
145.99,67.2,30.51,33.85,154.55,68.63,161.2
268.96,158.64,16.73,12.17,91.09,103.9,124.82
413.56,347.83,22.58,77.24,85.5,105.64,185.1
135.2,63.37,27.29,30.76,140.33,56.87,155.19
289.06,182.85,13.73,14.75,74.9,92.77,114.17
467.15,393.86,24.12,56.0,100.77,201.41,172.92
316.84,261.97,18.35,29.07,80.12,186.88,169.63
544.33,478.18,28.34,78.52,91.97,92.5,215.63
203.24,107.26,15.55,10.37,95.31,56.94,120.13
117.05,55.36,30.55,32.14,152.32,61.84,157.7
572.35,487.45,30.59,76.21,91.28,92.37,245.0
238.51,135.17,17.11,10.24,90.85,76.58,120.84
387.06,326.5,26.53,40.55,118.95,223.85,169.51
178.54,83.25,20.36,33.68,141.52,71.93,124.27
194.29,95.81,19.72,36.04,143.24,85.79,126.2
140.92,67.99,32.28,39.38,161.83,64.15,162.12
311.53,202.59,16.47,11.98,83.93,162.91,138.62
106.99,43.27,15.35,36.15,150.32,41.52,107.04
299.14,193.58,16.0,11.68,80.59,145.0,133.69
448.54,345.19,23.91,78.34,90.84,227.04,182.06
584.07,494.06,30.86,71.74,92.34,97.9,251.27
204.69,112.34,14.01,11.06,83.78,53.15,102.31
364.38,274.46,17.73,65.26,79.0,195.79,154.69
121.2,53.27,28.39,37.14,169.63,74.11,135.2
273.45,163.07,16.44,13.03,94.7,98.75,126.71
120.05,54.65,31.66,38.18,152.04,57.47,166.88
417.34,329.37,26.77,44.28,109.91,258.78,176.35
408.72,301.13,21.02,69.38,86.99,144.0,172.48
161.66,71.76,21.46,33.91,143.26,72.72,133.74
128.0,57.95,28.93,39.11,138.82,61.04,156.5
142.32,64.9,32.15,31.65,158.42,68.68,164.13
117.78,55.57,31.36,32.38,154.23,63.81,156.22
107.0,44.3097,18.01,33.98,152.45,44.66,117.21
146.29,66.63,30.93,34.25,165.83,69.71,162.558
433.59,338.37,24.33,72.65,95.28,230.24,180.89
301.93,233.36,16.93,25.93,78.15,184.09,160.89
209.5,114.19,13.85,13.11,80.75,51.5,102.46
218.31,117.1,18.96,11.34,107.25,68.08,127.97
411.21,315.69,24.27,67.86,100.99,149.37,186.09
349.24,293.41,23.92,27.41,84.05,224.0,182.93
381.33,263.17,22.91,69.18,94.88,165.01,167.91
264.31,158.75,16.2,11.73,93.2,94.6,128.23
128.45,55.38,33.51,35.88,167.25,72.5,146.24
440.72,352.91,22.82,61.67,97.31,215.0,169.79
129.39,58.26,29.84,39.57,144.28,63.22,158.64
257.2,158.65,14.22,10.41,74.55,122.95,118.15
435.64,369.94,21.1,76.19,81.32,107.14,173.79
497.72,428.55,22.15,73.44,83.95,89.6,187.47
181.6,88.06,19.91,34.78,139.75,72.41,122.29
510.24,440.94,22.97,73.62,81.42,87.0,197.19
225.62,119.67,16.09,11.42,90.9,71.05,110.86
196.7,98.54,16.91,34.6,124.2,75.1,116.77
210.93,112.17,14.42,16.655,93.6,59.41,104.8
455.01,386.82,24.05,68.39,90.59,121.21,183.67
202.76,106.93,14.95,9.71,92.0,54.64,118.76
333.22,276.615,22.56,28.5,81.48,210.0,176.7
184.96,97.68,15.36,8.16,92.13,50.6499,118.36
243.57,141.8,16.66,9.76,93.5,89.27,122.21
331.4799,270.78,27.33,30.52,92.72,211.3,193.89
316.37,255.45,17.72,28.79,77.88,181.0,167.98
146.03,70.07,34.14,34.08,159.04,65.15,171.47
132.34,62.14,28.63,31.19,146.39,61.37,157.75
376.72,314.13,24.09,35.72,102.45,227.0,171.13
268.81,164.49,16.7,13.66,88.5,98.1,126.63
235.46,129.47,17.92,11.44,98.0,74.86,119.7
285.97,180.74,14.22,14.2,74.22,87.11,112.2
276.27,176.81,15.88,13.32,82.45,92.2,120.26
200.49,109.43,13.85,11.26,85.88,53.11,102.89
226.54,122.96,16.8,11.19,92.85,71.52,114.87
459.17,391.31,21.57,49.7,87.98,168.89,166.63
285.93,170.57,16.83,13.11,96.2,103.37,127.35
236.7,130.71,16.84,10.57,90.7,72.23,114.47
412.35,328.24,22.88,63.87,99.8,137.89,184.23
550.2,458.67,26.8,70.62,83.07,85.74,230.43
277.81,172.61,16.14,12.28,91.9,95.38,125.7
135.47,64.65,27.0,31.77,143.31,57.56,153.71
406.72,313.44,24.14,67.18,101.43,139.44,184.74
216.96,113.52,18.93,10.68,104.63,65.0,127.3
381.11,269.14,20.08,76.27,91.49,173.97,159.45
136.28,64.34,29.22,36.73,149.54,62.46,156.0
116.97,48.14,16.66,38.99,158.44,45.27,106.3
419.43,339.23,25.59,43.56,114.33,278.59,167.81
377.0,265.53,19.56,76.541,87.74,176.59,156.47
542.28,462.65,26.58,76.82,85.6,83.58,220.63
327.35,220.2,17.36,12.2,95.54,209.85,146.54
109.04,45.75,17.79,35.09,152.01,45.35,115.85
119.56,53.64,40.65,33.97,181.51,75.24,173.89
129.46,56.4194,28.2,38.67,180.24,81.71,130.8
210.59,108.98,15.79,20.62,104.1,70.8,113.85
134.08,58.32,37.24,41.99,178.79,72.24,143.47
272.42,169.63,15.28,11.32,74.65,132.92,123.86
397.07,321.09,25.06,43.57,114.01,234.37,162.35
139.32,67.06,31.51,40.21,159.52,64.78,161.5329
183.67,87.18,19.8,33.0,140.4,72.4,121.02
414.41,308.84,21.56,67.88,89.8,151.78,173.03
385.18,276.2,22.08,64.35,92.71,160.08,166.79
128.76,56.18,26.74,36.47,177.95,78.29,130.1
203.0,102.35,17.03,18.95,119.74,76.73,121.05
209.44,109.35,16.18,12.11,96.55,52.5,116.58
282.38,180.01,14.36,13.78,73.62,81.5,111.19
270.65,168.62,13.9,13.99,79.41,103.0,115.15
218.26,116.73,18.36,10.93,102.4,66.162,125.03
515.13,442.06,27.44,81.0,88.95,94.75,220.95
273.35,169.1,15.9,12.57,90.35,94.83,124.87
204.44,103.0,15.99,28.48,116.95,75.25,115.05
134.37,58.88,31.69,36.38,182.57,84.26,135.41
204.96,105.67,16.98,11.68,101.95,57.09,121.8
196.22,94.87,21.04,37.57,146.64,84.44,128.78
338.12,277.83,22.82,28.16,81.25,221.85,177.22
417.25,342.15,25.17,43.34,111.85,258.0,166.35
280.64,179.22,15.07,12.48,82.7,152.97,123.68
296.79,231.44,16.74,26.5,80.01,196.98,162.25
433.14,364.75,21.98,75.29,85.54,103.21,184.79
198.11,105.03,14.27,14.675,96.65,57.35,108.82
114.45,53.18,30.18,31.09,149.9,60.52,158.06
410.22,296.65,23.06,65.16,96.03,182.18,168.51
114.51,46.8,17.36,39.57,160.18,46.95,108.47
208.43,110.08,15.22,14.17,96.7,60.064,106.85
417.08,319.31,21.6,79.4,90.34,208.23,175.8
209.37,108.38,15.89,20.79,108.26,72.37,113.78
216.1,118.86,17.23,11.49,93.45,65.04,119.74
422.52,330.82,25.05,77.06,101.2,274.42,186.4
138.59,63.79,32.25,31.73,154.03,60.2,167.45
518.24,440.08,24.39,80.63,85.04,92.88,210.89
165.37,73.65,22.11,32.91,143.35,72.87,133.92
165.31,73.55,21.57,33.91,146.9999,74.5,133.94
268.53,156.87,16.57,12.02,89.15,101.1,123.65
308.65,200.21,16.64,11.67,85.38,174.47,139.11
398.4,323.07,23.8,41.47,112.0,246.79,161.98
519.22,437.23,25.7,71.77,83.83,79.0,220.7
285.45,180.82,14.03,12.99,76.2,124.11,120.24
280.31,179.28,14.85,14.08,75.95,84.2,115.81
314.44,204.63,16.08,12.25,84.42,178.48,137.58
240.08,138.55,16.59,10.19,90.39,75.3,119.79
319.8,209.64,16.48,12.75,88.0,182.25,139.38
275.79,175.02,16.24,13.19,85.85,95.85,122.92
247.25,145.4,17.54,9.98,95.95,89.95,128.13
137.55,64.97,33.6,40.56,166.71,69.72,165.07
438.63,367.23,21.86,64.14,83.97,114.32,178.64
226.7,123.51,16.62,11.45,92.52,72.87,115.05
315.48,243.78,16.82,27.86,77.79,184.19,162.25
132.56,62.29,27.34,33.52,138.5,58.88,151.91
264.76,163.06,15.97,13.56,85.33,91.98,123.65
124.08,54.54,28.82,37.77,168.71,73.43,134.2
119.01,49.31,18.57,40.66,170.03,52.55,114.87
295.93,190.84,17.03,11.16,84.4,159.91,140.59
282.61,213.36,14.74,3.76,73.46,206.86,159.7
126.12,57.33,33.08,38.88,154.44,64.85,169.82
431.75,339.84,24.36,77.0,101.65,275.0,183.68
442.46,368.52,23.0,46.47,91.73,244.3,161.72
132.6,57.25,37.65,42.43,176.44,76.03,139.86
544.65,453.06,26.92,68.49,86.21,85.91,231.6
414.19,346.43,21.89,77.62,84.25,105.34,186.15
308.24,239.14,17.02,26.64,77.53,181.97,162.62
445.86,350.59,23.92,78.69,95.04,238.0,179.36
267.89,157.04,16.38,11.91,88.3,101.5,122.85
294.22,188.93,17.81,11.74,88.21,144.71,143.75
147.7,67.18,30.86,34.7,165.7599,71.2,163.35
108.35,50.595,30.22,29.4,146.84,58.15,157.644
211.66,110.21,15.53,19.59,109.6,75.1,113.05
435.19,361.17,20.99,52.56,89.32,176.97,161.32
244.09,143.74,16.83,9.44,89.71,84.52,120.54
449.07,375.99,21.53,80.66,83.52,115.38,177.17
239.11,132.33,17.09,10.39,92.3,73.9,116.73
413.93,309.05,21.25,90.26,93.73,181.5,172.78
145.6,68.58,33.61,33.11,165.69,64.36,172.05
448.17,374.63,22.98,47.33,93.05,230.64,167.48
196.7,98.05,17.25,34.91,126.9,77.98,117.06
187.71,90.61,20.11,35.76,140.52,77.33,128.47
529.88,452.71,28.25,76.64,97.5,92.99,220.03
510.09,433.13,26.06,80.07,86.12,87.98,216.18
109.22,45.29,18.46,33.66,153.59,49.33,120.39
128.15,55.03,34.43,39.67,171.12,70.9,136.24
112.11,53.14,32.46,30.69,162.9,65.02,159.8
204.37,103.41,16.5,23.87,120.61,78.45,118.19
200.41,100.06,18.7,34.76,135.51,85.94,120.87
141.98,68.27,27.88,35.82,144.46,59.13,157.26
152.43,67.95,29.72,34.69,164.85,74.03,155.76
288.04,219.4,14.45,21.29,71.09,169.91,158.95
136.93,63.92,35.15,41.6,168.98,70.26,172.231
358.17,263.4,18.31,71.42,82.26,196.9,155.99
279.77,179.62,15.02,14.18,78.3,84.35,116.56
127.16,54.28,35.42,35.7501,169.43,74.27,148.339
207.69,106.405,15.2,16.05,105.8,74.0,110.21
117.98,52.18,27.44,36.33,164.75,69.4,135.42
155.85,68.75,28.53,33.61,156.2,75.77,154.001
304.65,229.11,16.86,24.84,79.09,185.59,161.72
123.93,55.64,29.17,37.67,141.14,62.41,157.16
129.18,56.52,28.68,38.49,181.03,79.91,133.43
447.14,375.91,22.15,80.29,85.54,117.29,178.34
246.65,143.14,16.26,10.09,89.05,83.85,120.69
341.82,280.97,26.52,27.23,87.67,216.22,182.46
393.25,293.13,21.03,81.21,89.11,186.0,172.03
314.59,205.11,16.4,11.78,84.71,175.37,137.79
131.51,59.8,31.83,38.02,152.56,67.18,163.16
130.15,56.56,35.38,38.93,179.73,76.49,150.22
126.84,57.49,32.62,39.47,151.84,63.7,167.32
349.44,292.27,26.6,30.72,87.93,204.65,184.39
349.59,290.6,24.25,28.4,82.98,230.31,180.56
433.37,355.26,21.77,72.18,83.61,113.95,175.33
213.14,117.47,17.34,11.1,93.55,59.07,121.58
121.28,53.63,25.41,37.31,173.45,66.66,136.03
209.06,113.89,15.3,14.66,95.6,65.1,109.3
226.73,122.81,16.31,11.45,92.7,71.6,114.21
243.46,139.66,16.03,8.97,88.01,84.07,118.52
581.05,492.73,32.91,73.19,93.48,98.77,253.93
132.03,56.62,37.26,39.84,176.06,74.73,148.22
191.06,90.28,18.95,38.0,142.82,81.23,121.85
279.45,178.46,15.03,14.32,78.89,86.43,116.0
354.67,303.26,26.72,30.58,86.38,213.29,182.62
271.6,170.07,14.2,13.86,80.91,106.06,116.63
411.8,324.12,26.86,43.24,113.05,267.68,175.96
125.39,57.75,34.35,36.73,162.14,65.32,174.98
523.52,446.33,25.73,81.07,86.07,95.9,211.52
331.7,223.28,17.46,12.33,96.39,226.74,146.58
141.64,68.31,32.71,39.95,164.05,65.23,159.89
256.47,149.33,16.26,10.56,87.65,92.26,120.9
395.09,309.92,22.07,62.51,91.01,133.0,185.74
457.89,367.24,24.08,75.76,91.21,210.12,180.65
298.02,232.44,16.52,25.47,75.09,179.25,162.33
128.93,55.19,36.3,42.11,173.15,73.46,140.34
380.59,316.5,24.54,35.7,104.0,223.26,173.28
107.05,44.48,17.62,34.47,149.95,44.59,115.73
265.86,161.35,14.07,11.51,80.45,108.83,115.86
214.41,117.19,18.72,9.87,98.3,65.42,125.44
246.54,145.28,17.68,9.99,97.1,90.08,127.97
545.37,480.12,27.79,79.7,91.59,85.61,214.99
448.24,375.66,22.21,78.93,83.7,112.43,178.41
286.14,183.83,17.8,11.72,84.0,138.44,145.16
220.73,117.46,16.0,11.315,86.64,72.35,111.54
194.11,104.38,14.64,15.08,91.0,61.45,108.22
188.42,92.99,17.13,31.325,122.35,73.15,118.99
187.82,87.55,19.2,37.04,136.48,76.55,123.76
409.79,303.51,21.43,65.07,90.58,147.83,173.82
390.43,293.54,17.38,69.17,79.23,185.07,159.94
323.03,217.67,17.7,11.11,93.01,218.51,148.99
268.01,160.62,16.04,12.42,93.05,93.5,124.98
208.64,107.94,15.75,19.95,104.8,71.12,113.73
282.39,179.69,14.73,12.56,80.85,131.01,122.01
386.08,293.11,18.03,76.0,81.39,174.46,159.54
292.58,187.36,16.35,11.22,81.86,135.02,141.26
403.85,306.1,17.98,76.595,79.81,195.41,160.51
172.33,79.47,22.37,37.97,141.7,71.04,127.96
181.18,86.0,19.0,35.29,128.85,68.22,114.82
422.57,335.3,27.44,46.58,111.65,266.01,177.9
319.79,258.02,18.69,29.18,77.58,186.54,168.73
365.12,267.98,17.96,70.15,83.87,185.1,154.15
208.22,104.94,15.81,20.95,118.04,79.1,113.67
267.73,162.66,16.22,13.85,87.8,92.15,126.23
517.11,442.65,23.36,74.75,85.58,98.31,201.19
275.96,177.7,15.88,13.14,82.34,91.47,120.05
177.5,82.98,21.34,34.04,142.14,73.89,126.16
396.72,283.54,22.11,71.82,95.62,158.25,179.63
412.07,312.83,21.51,75.38,86.56,208.5,173.63
474.01,410.52,21.51,68.36,82.81,86.0,187.37
421.97,355.65,20.54,74.43,79.6,105.68,169.7
198.11,96.19,20.43,37.08,144.01,84.48,124.97
113.12,47.6,19.28,35.97,160.34,50.45,120.39
294.35,227.7,16.74,24.47,78.57,193.98,164.26
424.36,359.74,20.2,74.11,79.97,107.08,168.83
415.47,322.09,24.74,66.34,100.25,139.88,183.97
218.29,116.91,19.75,10.3,110.26,66.35,127.4
145.53,68.17,33.6,33.45,166.85,64.83,170.99
164.29,72.88,21.62,34.86,141.4,70.57,133.77
406.61,315.07,23.82,70.23,92.05,134.31,185.11
439.85,370.76,21.81,50.76,92.33,186.07,163.51
379.87,272.23,18.49,72.71,87.61,178.68,153.16
299.74,193.09,17.7289,11.71,88.21,168.39,141.86
466.06,394.93,22.64,55.81,91.01,173.83,167.12
511.64,424.71,25.8,71.94,83.94,78.45,222.48
119.62,49.02,18.25,40.87,171.69,51.92,112.69
132.48,62.21,28.05,34.21,140.12,58.13,152.68
356.4,285.92,23.12,29.7,81.56,221.12,174.9
129.05,55.0,36.28,36.97,173.18,76.14,150.99
226.16,120.37,15.74,11.19,87.85,69.53,107.34
285.23,183.7,14.29,12.82,80.26,120.97,121.2
266.31,155.47,15.97,11.54,88.61,96.84,121.18
246.44,143.62,16.07,9.56,89.63,81.3,119.26
125.17,57.34,34.34,38.12,162.2,65.57,173.36
407.07,319.92,25.98,43.98,112.99,266.0,171.13
432.45,359.63,22.65,81.55,86.39,117.14,178.62
435.43,362.45,25.2,49.94,103.52,263.0,169.0
442.46,365.87,21.67,72.9,82.19,112.0,175.57
209.41,107.09,16.26,18.45,113.35,75.85,115.94
244.43,141.57,15.63,9.53,87.9,82.35,116.77
399.98,300.15,20.47,80.98,87.18,180.7,170.4
420.89,323.13,24.35,73.53,96.72,236.57,182.3
268.5,161.79,16.06,12.72,93.6,94.72,124.79
217.4,116.48,18.16,10.8,103.35,65.78,126.23
199.27,99.65,18.43,33.95,133.74,81.88,119.472
201.98,103.2,16.57,21.96,118.1,78.6,114.39
196.61,105.5,14.08,14.48,92.4,57.5,105.9
155.3,68.54,28.54,33.69,155.0,74.45,156.08
193.41,91.61,18.65,37.27,140.0,81.56,120.66
201.26,105.8,15.34,10.21,94.2,55.65,119.41
135.19,63.58,26.94,33.1,137.51,55.84,153.52
570.48,484.46,29.6,73.85,89.25,96.77,246.07
136.26,63.49,33.78,40.5,169.0,70.81,172.94
124.81,57.73,33.82,39.35,160.93,64.5,171.51
130.09,56.35,36.92,39.4,180.96,78.68,150.48
558.51,485.53,29.07,80.59,91.65,87.18,225.78
168.14,78.87,20.71,36.61,135.02,70.15,124.59
131.44,57.49,29.11,37.21,183.43,81.64,131.68
267.84,156.56,16.66,12.07,89.19,103.08,125.15
455.07,389.65,23.02,70.95,84.7,96.83,185.52
445.94,353.8,24.55,81.67,95.29,235.0,183.13
227.41,120.56,16.75,11.59,90.55,70.1,108.83
355.6,289.48,23.01,28.93,88.01,215.0,175.16
300.94,194.49,16.09,11.725,82.58,144.5,133.42
118.4,51.51,23.76,35.41,167.78,59.26,129.47
232.56,128.15,17.65,11.48,96.64,74.7,116.93
296.79,190.41,18.61,11.8,92.11,147.87,143.14
442.96,365.18,22.76,46.73,93.03,231.18,167.1
239.09,138.37,16.07,9.97,88.15,77.1,116.83
123.09,57.17,31.07,33.92,149.53,61.05,159.52
389.36,276.22,22.59,70.19,94.64,157.0,179.89
527.85,455.29,29.21,74.88,93.96,89.18,215.92
291.75,186.16,14.84,12.29,76.23,144.95,132.97
257.73,153.26,16.56,11.42,88.9,97.08,122.13
174.45,82.32,21.95,36.23,140.66,72.98,126.98
470.43,399.93,22.04,66.92,89.52,98.73,189.13
379.23,268.56,22.93,65.83,92.13,155.66,169.08
484.63,418.79,21.9,71.59,83.84,88.15,190.41
300.58,194.15,17.01,11.31,83.84,165.86,140.2
402.74,302.83,17.85,70.33,81.25,200.96,159.82
138.56,65.38,27.15,33.53,137.11,56.59,155.55
424.98,326.17,18.53,74.05,83.94,197.92,162.72
398.07,298.44,20.93,77.76,91.5,188.8,172.82
552.57,471.76,27.78,77.79,89.27,85.3,225.77
290.82,183.68,13.81,14.61,76.19,93.3238,113.61
254.66,147.84,16.75,10.17,89.64,93.45,122.89
260.0,155.63,16.69,11.55,89.7,95.42,122.63
199.59,99.2,19.33,35.26,138.71,87.16,124.0
188.42,93.6,17.21,31.91,123.05,77.14,118.59
280.99,179.6,15.06,12.49,81.05,147.26,124.3
444.24,366.15,22.94,46.66,95.09,238.36,166.97
278.87,177.91,15.07,12.18,80.44,147.38,124.92
133.78,57.95,34.74,37.72,171.4,76.25,147.63
306.55,234.5,17.73,26.55,79.73,185.47,162.6
362.83,299.3,21.51,31.12,91.7,225.82,166.67
139.38,67.19,31.23,38.73,157.42,62.98,158.31
383.18,266.64,23.25,65.58,100.48,160.56,172.67
131.24,59.61,30.32,38.17,149.97,66.28,162.07
271.14,168.09,15.87,14.34,85.09,94.015,122.29
195.35,92.85,18.8,37.97,141.2,82.18,120.65
515.26,437.67,26.03,74.72,88.41,88.0,213.58
394.36,299.04,17.92,76.4,81.7,188.05,161.67
286.83,178.51,13.97,15.77,78.15,101.88,112.88
185.47,85.83,19.38,37.78,140.37,78.01,125.54
208.07,108.23,15.43,19.16,104.8,67.86,111.76
257.73,153.36,16.63,11.48,89.4,95.6,121.13
112.49,48.39,20.97,32.3,162.49,53.77,126.3
283.29,176.51,14.51,10.74,75.8,126.06,125.88
450.11,387.25,22.34,71.81,82.68,93.68,181.64
152.37,67.89,29.52,34.66,165.41,75.11,155.33
371.89,278.75,20.94,84.49,86.91,174.91,170.63
409.66,319.19,18.91,70.46,85.8,194.79,165.29
266.17,165.62,16.16,13.28,90.2,93.35,127.49
205.31,103.57,16.02,28.36,116.9,75.43,113.68
138.7,65.25,27.05,33.03,137.2,57.6,155.14
155.27,67.88,26.97,33.31,150.6,71.716,152.16
192.47,90.96,18.61,37.85,138.88,81.38,119.76
241.18,174.15,12.28,6.09,63.64,144.33,141.64
205.88,103.37,16.68,19.59,117.9,75.7,118.47
333.97,276.72,23.09,28.31,82.82,214.01,178.19
423.18,338.17,26.87,47.95,108.97,262.08,176.98
303.47,243.8,17.09,27.18,75.78,174.46,165.8
381.4,287.74,20.1,80.19,84.76,172.94,170.09
110.21,44.39,17.01,36.5,154.72,43.68,107.48
279.06,175.19,14.99,11.94,79.12,146.1,122.98
409.42,304.85,21.21,85.88,93.69,187.77,174.35
257.56,160.14,15.22,10.81,77.56,128.63,122.31
424.765,329.42,19.48,71.39,87.18,199.02,165.71
138.52,65.01,27.49,33.6,138.56,56.93,157.43
179.06,86.77,19.57,34.54,138.62,71.23,120.96
342.13,282.32,23.55,27.33,82.56,222.96,178.55
440.45,366.79,22.21,66.03,85.64,113.6,179.45
143.89,68.35,33.97,33.83,162.58,62.5,172.34
205.72,112.57,14.06,11.34,84.45,53.7,103.05
